"TEXT";"CODE";"ZUSATZZIFFER";"GEMEINDE";"KANTON";"E";"N"
"Goumois";2354;0;"Saignelégier";"JU";6.952;47.261
"Graben";3376;0;"Graben";"BE";7.717;47.215
"Grabs";9472;0;"Grabs";"SG";9.447;47.181
"Grabserberg";9472;2;"Grabs";"SG";9.412;47.183
"Grafenort";6388;0;"Engelberg";"OW";8.373;46.868
"Grafenried";3308;0;"Fraubrunnen";"BE";7.514;47.076
"Grafstal";8310;1;"Lindau";"ZH";8.698;47.443
"Graltshausen";8572;3;"Berg (TG)";"TG";9.183;47.597
"Grancia";6916;0;"Grancia";"TI";8.928;45.967
"Grancy";1117;0;"Grancy";"VD";6.464;46.591
"Grand-Lancy";1212;0;"Lancy";"GE";6.121;46.182
"Grandcour";1543;0;"Grandcour";"VD";6.930;46.871
"Grandevent";1421;2;"Grandevent";"VD";6.606;46.838
"Grandfontaine";2908;0;"Grandfontaine";"JU";6.939;47.391
"Grandsivaz";1775;3;"Montagny (FR)";"FR";6.980;46.785
"Grandson";1422;0;"Grandson";"VD";6.643;46.808
"Grandval";2745;0;"Grandval";"BE";7.424;47.280
"Grandvaux";1091;0;"Bourg-en-Lavaux";"VD";6.716;46.493
"Grandvillard";1666;0;"Grandvillard";"FR";7.085;46.538
"Granges (Veveyse)";1614;0;"Granges (Veveyse)";"FR";6.831;46.524
"Granges VS";3977;0;"Sierre";"VS";7.464;46.259
"Granges-Paccot";1763;0;"Granges-Paccot";"FR";7.141;46.825
"Granges-de-Vesin";1484;2;"Les Montets";"FR";6.842;46.812
"Granges-près-Marnand";1523;0;"Valbroye";"VD";6.889;46.759
"Grangettes-près-Romont";1686;0;"Grangettes";"FR";6.964;46.676
"Granois (Savièse)";1965;3;"Savièse";"VS";7.335;46.249
"Grasswil";3365;0;"Seeberg";"BE";7.670;47.144
"Grattavache";1624;2;"La Verrerie";"FR";6.914;46.595
"Gravesano";6929;0;"Gravesano";"TI";8.916;46.042
"Greich";3983;5;"Riederalp";"VS";8.040;46.366
"Greifensee";8606;2;"Greifensee";"ZH";8.674;47.368
"Grellingen";4203;0;"Grellingen";"BL";7.586;47.439
"Grenchen";2540;0;"Grenchen";"SO";7.407;47.189
"Greng";3280;4;"Greng";"FR";7.091;46.913
"Grengiols";3993;0;"Grengiols";"VS";8.093;46.371
"Grenilles";1726;3;"Farvagny";"FR";7.047;46.727
"Grens";1274;3;"Grens";"VD";6.192;46.395
"Greppen";6404;0;"Greppen";"LU";8.430;47.055
"Gresso";6611;16;"Gresso";"TI";8.616;46.224
"Gressy";1432;2;"Yverdon-les-Bains";"VD";6.635;46.748
"Gretschins";9479;2;"Wartau";"SG";9.487;47.097
"Gretzenbach";5014;0;"Gretzenbach";"SO";8.002;47.358
"Grimentz";3961;26;"Anniviers";"VS";7.569;46.181
"Grimisuat";1971;0;"Grimisuat";"VS";7.383;46.258
"Grindel";4247;0;"Grindel";"SO";7.505;47.380
"Grindelwald";3818;0;"Grindelwald";"BE";8.045;46.624
"Grolley";1772;0;"Grolley";"FR";7.071;46.833
"Grono";6537;0;"Grono";"GR";9.148;46.245
"Gross";8841;0;"Einsiedeln";"SZ";8.776;47.115
"Grossaffoltern";3257;0;"Grossaffoltern";"BE";7.365;47.066
"Grossdietwil";6146;0;"Grossdietwil";"LU";7.888;47.171
"Grosshöchstetten";3506;0;"Grosshöchstetten";"BE";7.641;46.907
"Grosswangen";6022;0;"Grosswangen";"LU";8.050;47.133
"Grub AR";9035;0;"Grub (AR)";"AR";9.511;47.445
"Grub SG";9036;0;"Eggersriet";"SG";9.512;47.454
"Gruben";3946;2;"Turtmann-Unterems";"VS";7.705;46.210
"Grugnay (Chamoson)";1955;4;"Chamoson";"VS";7.213;46.207
"Grund b. Gstaad";3783;0;"Saanen";"BE";7.273;46.441
"Gruyères";1663;0;"Gruyères";"FR";7.083;46.583
"Gryon";1882;0;"Gryon";"VD";7.062;46.273
"Grächen";3925;0;"Grächen";"VS";7.844;46.193
"Gränichen";5722;0;"Gränichen";"AG";8.094;47.357
"Gräslikon";8415;1;"Berg am Irchel";"ZH";8.604;47.555
"Grône";3979;0;"Grône";"VS";7.454;46.251
"Grünen";3455;0;"Sumiswald";"BE";7.741;47.024
"Grünenmatt";3452;0;"Lützelflüh";"BE";7.725;47.010
"Grüningen";8627;0;"Grüningen";"ZH";8.762;47.285
"Grüsch";7214;0;"Grüsch";"GR";9.647;46.982
"Grüt (Gossau ZH)";8624;0;"Gossau (ZH)";"ZH";8.782;47.311
"Gstaad";3780;0;"Saanen";"BE";7.286;46.475
"Gsteig b. Gstaad";3785;0;"Gsteig";"BE";7.267;46.384
"Gsteigwiler";3814;0;"Gsteigwiler";"BE";7.878;46.654
"Guarda";7545;0;"Scuol";"GR";10.15;46.777
"Gudo";6515;0;"Gudo";"TI";8.951;46.175
"Guggisberg";3158;0;"Guggisberg";"BE";7.329;46.766
"Gumefens";1643;0;"Pont-en-Ogoz";"FR";7.076;46.677
"Gundetswil";8543;1;"Wiesendangen";"ZH";8.822;47.539
"Guntalingen";8468;2;"Waltalingen";"ZH";8.765;47.634
"Gunten";3654;0;"Sigriswil";"BE";7.702;46.714
"Guntershausen b. Aadorf";8357;0;"Aadorf";"TG";8.920;47.471
"Guntershausen b. Berg";8572;4;"Berg (TG)";"TG";9.185;47.572
"Gunterswilen";8564;8;"Wäldi";"TG";9.076;47.635
"Guntmadingen";8223;0;"Beringen";"SH";8.557;47.686
"Gunzgen";4617;0;"Gunzgen";"SO";7.833;47.315
"Gunzwil";6222;0;"Beromünster";"LU";8.175;47.212
"Gurbrü";3208;0;"Gurbrü";"BE";7.218;46.964
"Gurmels";3212;0;"Gurmels";"FR";7.171;46.892
"Gurtnellen";6482;0;"Gurtnellen";"UR";8.629;46.740
"Gurzelen";3663;0;"Gurzelen";"BE";7.533;46.779
"Guschelmuth";1792;2;"Gurmels";"FR";7.135;46.880
"Gutenburg";4932;2;"Madiswil";"BE";7.799;47.182
"Gutenswil";8605;0;"Volketswil";"ZH";8.712;47.383
"Guttannen";3864;0;"Guttannen";"BE";8.284;46.655
"Guttet-Feschel";3956;0;"Guttet-Feschel";"VS";7.672;46.326
"Gwatt (Thun)";3645;0;"Spiez";"BE";7.627;46.718
"Gy";1251;0;"Gy";"GE";6.257;46.252
"Gysenstein";3503;0;"Konolfingen";"BE";7.594;46.889
"Gächlingen";8214;0;"Gächlingen";"SH";8.499;47.702
"Gächliwil";4584;3;"Lüterswil-Gächliwil";"SO";7.447;47.129
"Gähwil";9534;0;"Kirchberg (SG)";"SG";8.997;47.397
"Gänsbrunnen";4716;1;"Gänsbrunnen";"SO";7.465;47.260
"Göschenen";6487;0;"Göschenen";"UR";8.583;46.669
"Götighofen";8583;1;"Sulgen";"TG";9.214;47.533
"Gümligen";3073;0;"Muri bei Bern";"BE";7.509;46.935
"Gümmenen";3205;0;"Mühleberg";"BE";7.249;46.943
"Gündisau";8322;2;"Russikon";"ZH";8.810;47.397
"Gündlischwand";3815;2;"Gündlischwand";"BE";7.911;46.634
"Günsberg";4524;0;"Günsberg";"SO";7.575;47.259
"Güttingen";8594;0;"Güttingen";"TG";9.286;47.602
"Haag (Rheintal)";9469;0;"Sennwald";"SG";9.492;47.212
"Habkern";3804;0;"Habkern";"BE";7.862;46.725
"Habsburg";5245;0;"Habsburg";"AG";8.186;47.461
"Hagenbuch ZH";8523;0;"Hagenbuch";"ZH";8.885;47.522
"Hagendorn";6332;0;"Cham";"ZG";8.433;47.200
"Hagenwil b. Amriswil";8580;5;"Amriswil";"TG";9.307;47.529
"Hagneck";2575;2;"Hagneck";"BE";7.185;47.057
"Halden";9223;1;"Bischofszell";"TG";9.206;47.504
"Haldenstein";7023;0;"Haldenstein";"GR";9.521;46.879
"Haldi b. Schattdorf";6469;0;"Schattdorf";"UR";8.675;46.861
"Hallau";8215;0;"Hallau";"SH";8.462;47.698
"Hallwil";5705;0;"Hallwil";"AG";8.179;47.328
"Halten";4566;2;"Halten";"SO";7.608;47.169
"Happerswil";8585;2;"Birwinken";"TG";9.227;47.579
"Harenwilen";8553;2;"Hüttlingen";"TG";9.000;47.570
"Hasle LU";6166;0;"Hasle (LU)";"LU";8.051;46.977
"Hasle b. Burgdorf";3415;1;"Hasle bei Burgdorf";"BE";7.646;47.016
"Haslen AI";9054;0;"Schlatt-Haslen";"AI";9.370;47.369
"Haslen GL";8773;0;"Glarus Süd";"GL";9.060;46.980
"Hasliberg Goldern";6085;0;"Hasliberg";"BE";8.197;46.738
"Hasliberg Hohfluh";6083;0;"Hasliberg";"BE";8.174;46.751
"Hasliberg Reuti";6086;0;"Hasliberg";"BE";8.216;46.732
"Hasliberg Wasserwendi";6084;0;"Hasliberg";"BE";8.200;46.747
"Hattenhausen";8564;7;"Wäldi";"TG";9.069;47.625
"Hauenstein";4633;0;"Hauenstein-Ifenthal";"SO";7.869;47.375
"Hauptikon";8926;2;"Kappel am Albis";"ZH";8.494;47.232
"Hauptwil";9213;0;"Hauptwil-Gottshaus";"TG";9.253;47.481
"Hausen AG";5212;0;"Hausen (AG)";"AG";8.204;47.461
"Hausen am Albis";8915;0;"Hausen am Albis";"ZH";8.526;47.245
"Haute-Nendaz";1997;0;"Nendaz";"VS";7.292;46.182
"Hauterive NE";2068;0;"Hauterive (NE)";"NE";6.971;47.013
"Hauteville";1648;0;"Hauteville";"FR";7.103;46.670
"Hedingen";8908;0;"Hedingen";"ZH";8.439;47.300
"Heerbrugg";9435;0;"Au (SG)";"SG";9.626;47.412
"Hefenhausen";8564;0;"Wäldi";"TG";9.068;47.616
"Hefenhofen";8580;7;"Hefenhofen";"TG";9.305;47.564
"Heiden";9410;0;"Heiden";"AR";9.527;47.442
"Heiligenschwendi";3625;0;"Heiligenschwendi";"BE";7.679;46.751
"Heiligkreuz (Mels)";8888;0;"Mels";"SG";9.411;47.060
"Heimberg";3627;0;"Heimberg";"BE";7.599;46.793
"Heimenhausen";3373;2;"Heimenhausen";"BE";7.697;47.213
"Heimenschwand";3615;0;"Buchholterberg";"BE";7.695;46.827
"Heimisbach";3453;0;"Trachselwald";"BE";7.768;47.011
"Heimiswil";3412;0;"Heimiswil";"BE";7.659;47.062
"Heinrichswil";4558;2;"Drei Höfe";"SO";7.630;47.157
"Heitenried";1714;0;"Heitenried";"FR";7.298;46.829
"Heldswil";9216;0;"Hohentannen";"TG";9.223;47.529
"Helgisried-Rohrbach";3155;0;"Rüeggisberg";"BE";7.423;46.811
"Hellbühl";6016;0;"Neuenkirch";"LU";8.196;47.070
"Hellikon";4316;0;"Hellikon";"AG";7.916;47.508
"Hellsau";3429;3;"Hellsau";"BE";7.651;47.145
"Hemberg";9633;0;"Hemberg";"SG";9.174;47.299
"Hemishofen";8261;0;"Hemishofen";"SH";8.832;47.676
"Hemmental";8231;0;"Schaffhausen";"SH";8.579;47.735
"Hemmiken";4465;0;"Hemmiken";"BL";7.888;47.489
"Henau";9247;0;"Uzwil";"SG";9.120;47.454
"Hendschiken";5604;0;"Hendschiken";"AG";8.217;47.385
"Henggart";8444;0;"Henggart";"ZH";8.687;47.560
"Hennens";1681;2;"Billens-Hennens";"FR";6.884;46.683
"Henniez";1525;0;"Henniez";"VD";6.884;46.741
"Herbetswil";4715;0;"Herbetswil";"SO";7.588;47.294
"Herbligen";3671;2;"Herbligen";"BE";7.608;46.827
"Herbriggen";3927;0;"St. Niklaus";"VS";7.795;46.135
"Herdern";8535;0;"Herdern";"TG";8.912;47.603
"Hergiswil NW";6052;0;"Hergiswil (NW)";"NW";8.304;46.987
"Hergiswil b. Willisau";6133;0;"Hergiswil bei Willisau";"LU";7.959;47.085
"Herisau";9100;0;"Herisau";"AR";9.270;47.387
"Herlisberg";6028;0;"Römerswil";"LU";8.230;47.196
"Hermance";1248;0;"Hermance";"GE";6.244;46.301
"Hermenches";1513;0;"Hermenches";"VD";6.760;46.641
"Hermetschwil-Staffeln";5626;0;"Bremgarten (AG)";"AG";8.341;47.330
"Hermiswil";3475;1;"Hermiswil";"BE";7.700;47.155
"Hermrigen";3274;0;"Hermrigen";"BE";7.244;47.081
"Herrenhof";8585;8;"Langrickenbach";"TG";9.243;47.597
"Herrenschwanden";3037;0;"Kirchlindach";"BE";7.417;46.976
"Herrliberg";8704;0;"Herrliberg";"ZH";8.620;47.293
"Hersberg";4423;0;"Hersberg";"BL";7.782;47.491
"Hersiwil";4558;0;"Drei Höfe";"SO";7.634;47.165
"Hertenstein AG";5415;1;"Obersiggenthal";"AG";8.312;47.487
"Herznach";5027;0;"Herznach";"AG";8.047;47.471
"Herzogenbuchsee";3360;0;"Herzogenbuchsee";"BE";7.714;47.194
"Hessigkofen";4577;0;"Buchegg";"SO";7.459;47.138
"Hettenschwil";5317;0;"Leuggern";"AG";8.196;47.575
"Hettiswil b. Hindelbank";3325;0;"Krauchthal";"BE";7.554;47.029
"Hettlingen";8442;0;"Hettlingen";"ZH";8.708;47.543
"Hildisrieden";6024;0;"Hildisrieden";"LU";8.233;47.150
"Hilfikon";5613;0;"Villmergen";"AG";8.250;47.333
"Hilterfingen";3652;0;"Hilterfingen";"BE";7.662;46.740
"Himmelried";4204;0;"Himmelried";"SO";7.590;47.423
"Hindelbank";3324;0;"Hindelbank";"BE";7.540;47.041
"Hinteregg";8132;2;"Egg";"ZH";8.684;47.305
"Hinterforst";9452;0;"Altstätten";"SG";9.535;47.360
"Hinterfultigen";3089;0;"Rüeggisberg";"BE";7.401;46.839
"Hinterkappelen";3032;0;"Wohlen bei Bern";"BE";7.372;46.968
"Hintermoos";6260;3;"Wikon";"LU";7.998;47.270
"Hinterrhein";7438;0;"Hinterrhein";"GR";9.197;46.532
"Hinwil";8340;0;"Hinwil";"ZH";8.847;47.301
"Hirschthal";5042;0;"Hirschthal";"AG";8.056;47.318
"Hirzel";8816;0;"Hirzel";"ZH";8.606;47.217
"Hittnau";8335;0;"Hittnau";"ZH";8.824;47.360
"Hitzkirch";6285;0;"Hitzkirch";"LU";8.264;47.225
"Hochdorf";6280;0;"Hochdorf";"LU";8.293;47.166
"Hochfelden";8182;0;"Hochfelden";"ZH";8.511;47.521
"Hochwald";4146;0;"Hochwald";"SO";7.646;47.458
"Hofen SH";8242;1;"Thayngen";"SH";8.676;47.782
"Hoffeld";9114;0;"Neckertal";"SG";9.173;47.362
"Hofstatt";6154;0;"Luthern";"LU";7.915;47.084
"Hofstetten SO";4114;0;"Hofstetten-Flüh";"SO";7.505;47.475
"Hofstetten ZH";8354;0;"Hofstetten (ZH)";"ZH";8.851;47.472
"Hofstetten b. Brienz";3858;0;"Hofstetten bei Brienz";"BE";8.071;46.754
"Hohenrain";6276;0;"Hohenrain";"LU";8.318;47.179
"Hohentannen";9216;2;"Hohentannen";"TG";9.222;47.507
"Hohtenn";3949;0;"Steg-Hohtenn";"VS";7.758;46.320
"Holderbank AG";5113;0;"Holderbank (AG)";"AG";8.170;47.430
"Holderbank SO";4718;0;"Holderbank (SO)";"SO";7.755;47.331
"Holzhäusern ZG";6343;4;"Risch";"ZG";8.440;47.154
"Holziken";5043;0;"Holziken";"AG";8.034;47.319
"Homberg b. Thun";3622;0;"Homberg";"BE";7.683;46.776
"Hombrechtikon";8634;0;"Hombrechtikon";"ZH";8.761;47.255
"Homburg";8508;0;"Homburg";"TG";9.011;47.633
"Honau";6038;2;"Honau";"LU";8.408;47.132
"Hondrich";3702;0;"Spiez";"BE";7.680;46.672
"Horboden";3755;0;"Diemtigen";"BE";7.564;46.630
"Horgen";8810;0;"Horgen";"ZH";8.605;47.252
"Horgenberg";8815;0;"Horgen";"ZH";8.583;47.247
"Horn";9326;0;"Horn";"TG";9.459;47.492
"Hornussen";5075;0;"Hornussen";"AG";8.064;47.501
"Horrenbach";3623;2;"Horrenbach-Buchen";"BE";7.752;46.777
"Horriwil";4557;0;"Horriwil";"SO";7.622;47.180
"Horw";6048;0;"Horw";"LU";8.313;47.013
"Hosenruck";9515;0;"Wuppenau";"TG";9.126;47.490
"Hospental";6493;0;"Hospental";"UR";8.572;46.619
"Hottwil";5277;0;"Mettauertal";"AG";8.161;47.547
"Hubersdorf";4535;0;"Hubersdorf";"SO";7.588;47.244
"Hugelshofen";8565;0;"Kemmental";"TG";9.115;47.597
"Humlikon";8457;0;"Humlikon";"ZH";8.672;47.574
"Hundwil";9064;0;"Hundwil";"AR";9.319;47.364
"Hunzenschwil";5502;0;"Hunzenschwil";"AG";8.127;47.382
"Hurden";8640;3;"Freienbach";"SZ";8.805;47.214
"Huttwil";4950;0;"Huttwil";"BE";7.850;47.113
"Huémoz";1884;3;"Ollon";"VD";7.027;46.291
"Häfelfingen";4445;0;"Häfelfingen";"BL";7.861;47.415
"Hägendorf";4614;0;"Hägendorf";"SO";7.836;47.337
"Häggenschwil";9312;0;"Häggenschwil";"SG";9.340;47.494
"Hägglingen";5607;0;"Hägglingen";"AG";8.258;47.388
"Hämikon";6289;2;"Hitzkirch";"LU";8.300;47.243
"Hämikon";6289;2;"Hitzkirch";"LU";8.271;47.237
"Härkingen";4624;0;"Härkingen";"SO";7.823;47.306
"Hätzingen";8775;2;"Glarus Süd";"GL";9.040;46.961
"Häusernmoos im Emmental";3463;0;"Affoltern im Emmental";"BE";7.747;47.078
"Häuslenen";8522;0;"Aadorf";"TG";8.902;47.528
"Häutligen";3510;9;"Häutligen";"BE";7.606;46.857
"Hérémence";1987;0;"Hérémence";"VS";7.402;46.180
"Höchstetten";3429;2;"Höchstetten";"BE";7.631;47.145
"Höfen b. Thun";3631;0;"Stocken-Höfen";"BE";7.563;46.723
"Hölstein";4434;0;"Hölstein";"BL";7.775;47.427
"Hörhausen";8507;0;"Homburg";"TG";8.966;47.632
"Höri";8181;0;"Höri";"ZH";8.500;47.508
"Hünenberg";6331;0;"Hünenberg";"ZG";8.431;47.172
"Hünenberg See";6333;0;"Hünenberg";"ZG";8.450;47.169
"Hünibach";3626;0;"Hilterfingen";"BE";7.651;46.745
"Hüniken";4554;2;"Hüniken";"SO";7.635;47.183
"Hünikon (Neftenbach)";8412;2;"Neftenbach";"ZH";8.665;47.550
"Hüntwangen";8194;0;"Hüntwangen";"ZH";8.492;47.593
"Hüswil";6152;0;"Zell (LU)";"LU";7.905;47.129
"Hütten";8825;0;"Hütten";"ZH";8.667;47.174
"Hüttikon";8115;0;"Hüttikon";"ZH";8.387;47.446
"Hüttlingen";8553;4;"Hüttlingen";"TG";8.982;47.580
"Hüttwilen";8536;0;"Hüttwilen";"TG";8.875;47.608
"Ibach";6438;0;"Schwyz";"SZ";8.646;47.011
"Ichertswil";4571;2;"Lüterkofen-Ichertswil";"SO";7.495;47.160
"Icogne";1977;0;"Icogne";"VS";7.438;46.290
"Iffwil";3305;0;"Iffwil";"BE";7.478;47.064
"Igis";7206;0;"Landquart";"GR";9.578;46.945
"Ilanz";7130;0;"Ilanz/Glion";"GR";9.201;46.772
"Illgau";6434;0;"Illgau";"SZ";8.723;46.987
"Illhart";8556;3;"Wigoltingen";"TG";9.036;47.617
"Illighausen";8574;1;"Lengwil";"TG";9.209;47.603
"Illnau";8308;0;"Illnau-Effretikon";"ZH";8.718;47.410
"Im Fang";1656;1;"Jaun";"FR";7.236;46.598
"Immensee";6405;0;"Küssnacht (SZ)";"SZ";8.461;47.095
"Indemini";6571;0;"Gambarogno";"TI";8.829;46.095
"Inden";3953;1;"Inden";"VS";7.618;46.343
"Inkwil";3375;0;"Inkwil";"BE";7.673;47.201
"Innerberg";3044;2;"Wohlen bei Bern";"BE";7.310;46.994
"Innereriz";3619;1;"Eriz";"BE";7.823;46.786
"Innerferrera";7445;0;"Ferrera";"GR";9.455;46.482
"Innerferrera";7445;0;"Ferrera";"GR";9.436;46.522
"Innerthal";8858;0;"Innerthal";"SZ";8.919;47.106
"Innertkirchen";3862;0;"Innertkirchen";"BE";8.228;46.700
"Ins";3232;0;"Ins";"BE";7.101;47.009
"Insone";6951;8;"Lugano";"TI";9.029;46.086
"Interlaken";3800;0;"Gündlischwand";"BE";7.910;46.652
"Interlaken";3800;0;"Interlaken";"BE";7.862;46.686
"Intragna";6655;0;"Centovalli";"TI";8.700;46.177
"Intschi";6476;0;"Gurtnellen";"UR";8.649;46.761
"Inwil";6034;0;"Inwil";"LU";8.350;47.122
"Ipsach";2563;0;"Ipsach";"BE";7.229;47.116
"Iragna";6707;0;"Iragna";"TI";8.966;46.329
"Iseltwald";3807;0;"Iseltwald";"BE";7.964;46.709
"Isenfluh";3822;2;"Lauterbrunnen";"BE";7.895;46.620
"Isenthal";6461;0;"Isenthal";"UR";8.561;46.911
"Iseo";6993;0;"Bioggio";"TI";8.881;46.004
"Islikon";8546;0;"Gachnang";"TG";8.843;47.548
"Islisberg";8905;2;"Islisberg";"AG";8.441;47.322
"Isole di Brissago";6614;2;"Brissago";"TI";8.735;46.132
"Isone";6810;0;"Isone";"TI";8.985;46.129
"Istighofen";8575;1;"Bürglen (TG)";"TG";9.145;47.542
"Isérables";1914;0;"Isérables";"VS";7.248;46.162
"Itingen";4452;0;"Itingen";"BL";7.782;47.465
"Ittenthal";5083;0;"Kaisten";"AG";8.058;47.517
"Ittigen";3063;0;"Ittigen";"BE";7.479;46.980
"Jaberg";3629;3;"Jaberg";"BE";7.567;46.819
"Jakobsbad";9108;3;"Gonten";"AI";9.326;47.319
"Jaun";1656;0;"Jaun";"FR";7.274;46.611
"Jegenstorf";3303;0;"Jegenstorf";"BE";7.507;47.050
"Jenaz";7233;0;"Jenaz";"GR";9.713;46.927
"Jenins";7307;0;"Jenins";"GR";9.556;47.001
"Jens";2565;0;"Jens";"BE";7.263;47.096
"Jeuss";1793;0;"Jeuss";"FR";7.164;46.903
"Jona";8645;0;"Rapperswil-Jona";"SG";8.844;47.227
"Jonen";8916;0;"Jonen";"AG";8.388;47.298
"Jongny";1805;0;"Jongny";"VD";6.842;46.477
"Jonschwil";9243;0;"Jonschwil";"SG";9.091;47.422
"Jouxtens-Mézery";1008;2;"Jouxtens-Mézery";"VD";6.597;46.552
"Juf";7448;0;"Avers";"GR";9.579;46.445
"Jungfraujoch";3801;33;"Fieschertal";"VS";7.983;46.547
"Juriens";1326;0;"Juriens";"VD";6.448;46.691
"Jussy";1254;0;"Jussy";"GE";6.266;46.235
"Kaiseraugst";4303;0;"Kaiseraugst";"AG";7.724;47.539
"Kaiserstuhl AG";5466;0;"Kaiserstuhl";"AG";8.420;47.567
"Kaisten";5082;0;"Kaisten";"AG";8.045;47.540
"Kallern";5625;0;"Kallern";"AG";8.293;47.318
"Kallnach";3283;0;"Kallnach";"BE";7.230;47.017
"Kalpetran";3922;1;"Embd";"VS";7.838;46.214
"Kaltacker";3413;0;"Heimiswil";"BE";7.675;47.076
"Kaltbach";6212;2;"Mauensee";"LU";8.058;47.183
"Kaltbrunn";8722;0;"Kaltbrunn";"SG";9.018;47.214
"Kaltenbach";8259;0;"Wagenhausen";"TG";8.842;47.653
"Kammersrohr";4535;2;"Kammersrohr";"SO";7.593;47.253
"Kandergrund";3716;0;"Kandergrund";"BE";7.663;46.545
"Kandersteg";3718;0;"Kandersteg";"BE";7.668;46.498
"Kappel SO";4616;0;"Kappel (SO)";"SO";7.854;47.322
"Kappel am Albis";8926;0;"Kappel am Albis";"ZH";8.524;47.227
"Kappelen";3273;0;"Kappelen";"BE";7.267;47.060
"Kastanienbaum";6047;0;"Horw";"LU";8.333;47.013
"Kaufdorf";3126;0;"Kaufdorf";"BE";7.496;46.840
"Kefikon TG";8546;2;"Gachnang";"TG";8.836;47.549
"Kefikon ZH";8543;2;"Wiesendangen";"ZH";8.831;47.548
"Kehrsatz";3122;0;"Kehrsatz";"BE";7.473;46.912
"Kehrsiten";6365;0;"Stansstad";"NW";8.369;47.001
"Kemptthal";8310;0;"Winterthur";"ZH";8.714;47.464
"Kernenried";3309;0;"Kernenried";"BE";7.549;47.069
"Kerns";6064;0;"Kerns";"OW";8.280;46.902
"Kerzers";3210;0;"Kerzers";"FR";7.196;46.976
"Kesswil";8593;0;"Kesswil";"TG";9.316;47.593
"Kestenholz";4703;0;"Kestenholz";"SO";7.754;47.276
"Kienberg";4468;0;"Kienberg";"SO";7.963;47.438
"Kiental";3723;0;"Reichenbach im Kandertal";"BE";7.724;46.589
"Kiesen";3629;0;"Kiesen";"BE";7.580;46.817
"Kilchberg BL";4496;0;"Kilchberg (BL)";"BL";7.894;47.424
"Kilchberg ZH";8802;0;"Kilchberg (ZH)";"ZH";8.547;47.323
"Killwangen";8956;0;"Killwangen";"AG";8.348;47.432
"Kippel";3917;0;"Kippel";"VS";7.770;46.397
"Kirchberg BE";3422;0;"Kirchberg (BE)";"BE";7.593;47.082
"Kirchberg SG";9533;0;"Kirchberg (SG)";"SG";9.034;47.409
"Kirchdorf AG";5416;0;"Obersiggenthal";"AG";8.280;47.498
"Kirchdorf BE";3116;0;"Kirchdorf (BE)";"BE";7.550;46.820
"Kirchenthurnen";3128;0;"Kirchenthurnen";"BE";7.506;46.825
"Kirchleerau";5054;1;"Kirchleerau";"AG";8.068;47.276
"Kirchlindach";3038;0;"Kirchlindach";"BE";7.417;46.998
"Klarsreuti";8585;10;"Birwinken";"TG";9.213;47.587
"Kleinandelfingen";8451;0;"Kleinandelfingen";"ZH";8.681;47.601
"Kleinbösingen";3213;2;"Kleinbösingen";"FR";7.205;46.894
"Kleindietwil";4936;0;"Madiswil";"BE";7.791;47.146
"Kleindöttingen";5314;0;"Böttstein";"AG";8.238;47.570
"Kleine Scheidegg";3823;1;"Lauterbrunnen";"BE";7.960;46.585
"Kleingurmels";3212;2;"Gurmels";"FR";7.186;46.885
"Kleinlützel";4245;0;"Kleinlützel";"SO";7.418;47.424
"Kleinwangen";6277;0;"Hohenrain";"LU";8.299;47.197
"Klingnau";5313;0;"Klingnau";"AG";8.250;47.586
"Kloster Fahr";8109;0;"Würenlos";"AG";8.439;47.408
"Klosters";7250;0;"Klosters-Serneus";"GR";9.882;46.870
"Klosters Dorf";7252;0;"Klosters-Serneus";"GR";9.875;46.883
"Kloten";8302;0;"Kloten";"ZH";8.597;47.452
"Klöntal";8750;3;"Glarus";"GL";8.942;47.025
"Knoblisbühl";8881;2;"Walenstadt";"SG";9.284;47.140
"Knonau";8934;0;"Knonau";"ZH";8.456;47.223
"Knutwil";6213;0;"Knutwil";"LU";8.072;47.201
"Koblenz";5322;0;"Koblenz";"AG";8.237;47.606
"Kollbrunn";8483;0;"Zell (ZH)";"ZH";8.783;47.457
"Konolfingen";3510;0;"Konolfingen";"BE";7.613;46.880
"Koppigen";3425;0;"Koppigen";"BE";7.595;47.133
"Kottwil";6217;0;"Ettiswil";"LU";8.045;47.162
"Kradolf";9214;2;"Kradolf-Schönenberg";"TG";9.195;47.526
"Krattigen";3704;0;"Krattigen";"BE";7.720;46.658
"Krauchthal";3326;0;"Krauchthal";"BE";7.569;47.006
"Kreuzlingen";8280;0;"Kreuzlingen";"TG";9.173;47.644
"Kriechenwil";3179;0;"Kriechenwil";"BE";7.226;46.910
"Kriegstetten";4566;0;"Kriegstetten";"SO";7.594;47.174
"Kriens";6010;2;"Alpnach";"OW";8.254;46.979
"Kriens";6010;0;"Kriens";"LU";8.279;47.033
"Kriessern";9451;0;"Oberriet (SG)";"SG";9.606;47.365
"Krinau";9622;0;"Wattwil";"SG";9.049;47.315
"Krummenau";9643;0;"Nesslau";"SG";9.173;47.248
"Kräiligen";3315;1;"Bätterkinden";"BE";7.535;47.148
"Kulmerau";6234;1;"Triengen";"LU";8.089;47.253
"Kyburg";8314;0;"Kyburg";"ZH";8.745;47.455
"Kyburg-Buchegg";4586;0;"Buchegg";"SO";7.512;47.141
"Kägiswil";6056;0;"Sarnen";"OW";8.258;46.919
"Känerkinden";4447;0;"Känerkinden";"BL";7.833;47.414
