"TEXT"|"CODE"|"ZUSATZZIFFER"|"GEMEINDE"|"KANTON"|"E"|"N"|"ID"|"LONGITUDE"|"LATITUDE"|"BFS_NR"|"AVAM_SUCHREGION"
"Baulmes"|1446|0|"Baulmes"|"VD"|529729|182609|254|6.518275|46.790936|5745|"VD03"
"Bauma"|8494|0|"Bauma"|"ZH"|708660|247268|255|8.877228|47.367289|297|"ZH10"
"Bavois"|1372|0|"Bavois"|"VD"|533213|170831|256|6.565617|46.685353|5746|"VD03"
"Bazenheid"|9602|0|"Kirchberg (SG)"|"SG"|722767|252492|257|9.065378|47.411789|3392|"SG08"
"Beatenberg"|3803|0|"Beatenberg"|"BE"|626979|171682|258|7.791361|46.695806|571|"BE05"
"Beckenried"|6375|0|"Beckenried"|"NW"|678395|202071|259|8.468736|46.965083|1501|"NW01"
"Bedano"|6930|0|"Bedano"|"TI"|714558|101090|260|8.918792|46.051617|5148|"TI03"
"Bedigliora"|6981|11|"Bedigliora"|"TI"|708660|95539|261|8.841322|46.002667|5181|"TI03"
"Bedigliora"|6981|11|"Bedigliora"|"TI"|707643|97643|262|8.828678|46.021753|5181|"TI03"
"Bedretto"|6781|4|"Bedretto"|"TI"|681957|151022|263|8.506408|46.505486|5063|"TI01"
"Beggingen"|8228|0|"Beggingen"|"SH"|682089|291358|264|8.533633|47.767628|2951|"SH01"
"Begnins"|1268|0|"Begnins"|"VD"|508775|143964|265|6.251528|46.440806|5704|"VD04"
"Beinwil (Freiamt)"|5637|0|"Beinwil (Freiamt)"|"AG"|668201|231339|266|8.339214|47.229456|4224|"AG07"
"Beinwil SO"|4229|0|"Beinwil (SO)"|"SO"|611446|245773|267|7.590153|47.362700|2612|"SO05"
"Beinwil am See"|5712|0|"Beinwil am See"|"AG"|658256|235184|268|8.208400|47.264989|4131|"AG05"
"Belalp"|3914|1|"Naters"|"VS"|641020|135723|269|7.971736|46.371625|6007|"VS02"
"Belfaux"|1782|0|"Belfaux"|"FR"|574689|185748|270|7.106944|46.822400|2235|"FR04"
"Bellach"|4512|0|"Bellach"|"SO"|604081|229318|271|7.492511|47.214783|2542|"SO01"
"Bellelay"|2713|0|"Saicourt"|"BE"|579542|234820|272|7.168325|47.263967|706|"BE09"
"Bellerive VD"|1585|2|"Vully-les-Lacs"|"VD"|568366|197141|273|7.023294|46.924611|5464|"VD03"
"Bellevue"|1293|0|"Bellevue"|"GE"|500886|123295|274|6.153292|46.253781|6606|"GE01"
"Bellikon"|5454|0|"Bellikon"|"AG"|668759|249374|275|8.349344|47.391600|4022|"AG02"
"Bellinzona"|6503|0|"Bellinzona"|"TI"|721042|118671|276|9.007086|46.208606|5002|"TI06"
"Bellinzona"|6500|0|"Bellinzona"|"TI"|722385|117404|277|9.024150|46.196967|5002|"TI06"
"Bellmund"|2564|0|"Bellmund"|"BE"|585332|217350|278|7.245397|47.106983|732|"BE08"
"Bellwald"|3997|0|"Bellwald"|"VS"|655498|141938|279|8.160625|46.426489|6052|"VS01"
"Belmont-sur-Lausanne"|1092|0|"Belmont-sur-Lausanne"|"VD"|541818|152372|280|6.680422|46.520117|5581|"VD01"
"Belmont-sur-Yverdon"|1432|0|"Belmont-sur-Yverdon"|"VD"|537743|177472|281|6.623928|46.745528|5902|"VD03"
"Belp"|3123|0|"Belp"|"BE"|605376|193544|282|7.509181|46.892986|861|"BE01"
"Belpberg"|3124|0|"Belp"|"BE"|606303|190691|283|7.521306|46.867314|861|"BE01"
"Belprahon"|2744|0|"Belprahon"|"BE"|597523|237274|284|7.405894|47.286353|681|"BE09"
"Benglen"|8121|0|"Fällanden"|"ZH"|690551|246283|285|8.637314|47.361167|193|"ZH02"
"Benken SG"|8717|0|"Benken (SG)"|"SG"|718248|228631|286|8.999228|47.198042|3312|"SG06"
"Benken ZH"|8463|0|"Benken (ZH)"|"ZH"|691053|278647|287|8.650572|47.652142|22|"ZH08"
"Bennau"|8836|0|"Einsiedeln"|"SZ"|697933|222763|288|8.729897|47.148589|1301|"SZ01"
"Bennwil"|4431|0|"Bennwil"|"BL"|625856|250047|289|7.781150|47.400733|2882|"BL04"
"Benzenschwil"|5636|0|"Merenschwand"|"AG"|670035|233255|290|8.363728|47.246494|4234|"AG07"
"Bercher"|1038|0|"Bercher"|"VD"|544152|171476|291|6.708522|46.692161|5512|"VD02"
"Berg (Dägerlen)"|8471|4|"Dägerlen"|"ZH"|697484|269218|292|8.734086|47.566431|214|"ZH09"
"Berg SG"|9305|0|"Berg (SG)"|"SG"|748395|261396|293|9.407800|47.486572|3211|"SG01"
"Berg TG"|8572|0|"Berg (TG)"|"TG"|729536|271416|294|9.160544|47.580653|4891|"TG08"
"Berg TG"|8572|0|"Berg (TG)"|"TG"|732229|273339|295|9.196903|47.597406|4891|"TG08"
"Berg am Irchel"|8415|0|"Berg am Irchel"|"ZH"|687248|269506|296|8.598136|47.570458|23|"ZH08"
"Bergdietikon"|8962|0|"Bergdietikon"|"AG"|671102|249308|297|8.380364|47.390758|4023|"AG09"
"Bergün/Bravuogn"|7482|0|"Bergün/Bravuogn"|"GR"|776659|166590|298|9.745669|46.627183|3521|"GR07"
"Berikon"|8965|0|"Berikon"|"AG"|670885|244956|299|8.376803|47.351642|4062|"AG10"
"Beringen"|8222|0|"Beringen"|"SH"|685119|283789|300|8.572589|47.699178|2932|"SH01"
"Berken"|3376|2|"Berken"|"BE"|620245|230573|301|7.705944|47.225775|976|"BE07"
"Berlens"|1680|2|"Mézières (FR)"|"FR"|562874|171446|302|6.953275|46.693194|2087|"FR02"
"Berlingen"|8267|0|"Berlingen"|"TG"|718477|281617|303|9.016303|47.674467|4801|"TG07"
"Bern"|3011|0|"Bern"|"BE"|601773|200272|304|7.461928|46.953525|351|"BE01"
"Bern"|3011|0|"Bern"|"BE"|600710|199573|305|7.447964|46.947239|351|"BE01"
"Bern"|3018|0|"Bern"|"BE"|596229|198090|306|7.389117|46.933889|351|"BE01"
"Bern"|3015|0|"Bern"|"BE"|603516|198792|307|7.484814|46.940206|351|"BE01"
"Bern"|3005|0|"Bern"|"BE"|600860|198700|308|7.449931|46.939386|351|"BE01"
"Bern"|3006|0|"Bern"|"BE"|602485|199414|309|7.471278|46.945806|351|"BE01"
"Bern"|3008|0|"Bern"|"BE"|598117|199335|310|7.413906|46.945097|351|"BE01"
"Bern"|3014|0|"Bern"|"BE"|601505|201236|311|7.458411|46.962197|351|"BE01"
"Bern"|3013|0|"Bern"|"BE"|600576|200570|312|7.446206|46.956208|351|"BE01"
"Bern"|3010|0|"Bern"|"BE"|598897|199541|313|7.424150|46.946953|351|"BE01"
"Bern"|3004|0|"Bern"|"BE"|601018|203269|314|7.452017|46.980486|351|"BE01"
"Bern"|3012|0|"Bern"|"BE"|599040|201167|315|7.426025|46.961578|351|"BE01"
"Bern"|3020|0|"Bern"|"BE"|600952|199566|316|7.451142|46.947178|351|"BE01"
"Bern"|3007|0|"Bern"|"BE"|599692|198676|317|7.434592|46.939172|351|"BE01"
"Bern"|3027|0|"Bern"|"BE"|596089|200526|318|7.387258|46.955800|351|"BE01"
"Bern"|3019|0|"Bern"|"BE"|593094|197769|319|7.347953|46.930978|351|"BE01"
"Berneck"|9442|0|"Berneck"|"SG"|763774|254906|320|9.609400|47.424572|3111|"AI01"
"Bernex"|1233|0|"Bernex"|"GE"|494282|114506|321|6.069653|46.173725|6607|"GE01"
"Bernhardzell"|9304|0|"Waldkirch"|"SG"|743344|259746|322|9.340269|47.472856|3444|"SG01"
"Berolle"|1149|0|"Berolle"|"VD"|515496|156921|323|6.336608|46.558231|5424|"VD04"
"Beromünster"|6215|0|"Beromünster"|"LU"|657730|228657|324|8.200614|47.206331|1081|"LU02"
"Berschis"|8892|0|"Walenstadt"|"SG"|745051|219185|325|9.349803|47.107764|3298|"SG05"
"Bertschikon"|8543|0|"Wiesendangen"|"ZH"|703611|264916|326|8.814489|47.526806|298|"ZH09"
"Bertschikon (Gossau ZH)"|8614|0|"Gossau (ZH)"|"ZH"|699687|241958|327|8.757272|47.320956|115|"ZH11"
"Berzona"|6661|3|"Isorno"|"TI"|694439|117774|328|8.662250|46.204794|5137|"TI02"
"Besazio"|6863|0|"Mendrisio"|"TI"|717499|81312|329|8.951856|45.873236|5254|"TI04"
"Besenbüren"|5627|0|"Besenbüren"|"AG"|668595|240787|330|8.345858|47.314389|4226|"AG07"
"Besencens"|1609|2|"Saint-Martin (FR)"|"FR"|556396|159719|331|6.869697|46.587314|2335|"FR07"
"Betschwanden"|8777|2|"Glarus Süd"|"GL"|720952|200452|332|9.027375|46.944133|1631|"GL01"
"Betten"|3991|0|"Bettmeralp"|"VS"|648418|136340|333|8.067939|46.376683|6205|"VS03"
"Bettenhausen"|3366|0|"Bettenhausen"|"BE"|621201|224744|334|7.718292|47.173314|973|"BE07"
"Bettens"|1042|4|"Bettens"|"VD"|534037|164195|335|6.577339|46.625744|5513|"VD02"
"Bettingen"|4126|0|"Bettingen"|"BS"|617031|268941|336|7.664967|47.570953|2702|"BS01"
"Bettlach"|2544|0|"Bettlach"|"SO"|599324|228050|337|7.429717|47.203389|2543|"SO02"
"Bettmeralp"|3992|0|"Bettmeralp"|"VS"|648176|137820|338|8.064947|46.390014|6205|"VS03"
"Bettwiesen"|9553|0|"Bettwiesen"|"TG"|719792|261927|339|9.028500|47.497178|4716|"TG06"
"Bettwil"|5618|0|"Bettwil"|"AG"|662918|238139|340|8.270411|47.291139|4227|"AG10"
"Beurnevésin"|2935|0|"Beurnevésin"|"JU"|577283|260351|341|7.137183|47.493525|6773|"JU02"
"Beuson (Nendaz)"|1996|6|"Nendaz"|"VS"|591367|114619|342|7.326831|46.182981|6024|"VS06"
"Bevaix"|2022|0|"Bevaix"|"NE"|552556|197935|343|6.815639|46.930811|6402|"NE01"
"Bever"|7502|0|"Bever"|"GR"|787911|158609|344|9.889261|46.552353|3781|"GR05"
"Bever"|7502|0|"Bever"|"GR"|775742|155596|345|9.729506|46.528569|3781|"GR05"
"Bex"|1880|0|"Bex"|"VD"|567132|122288|346|7.012428|46.251219|5402|"VD05"
"Biasca"|6710|0|"Biasca"|"TI"|718022|135457|347|8.972214|46.360111|5281|"TI01"
"Biberen"|3206|3|"Ferenbalm"|"BE"|582736|198713|348|7.211906|46.939281|662|"BE01"
"Biberist"|4562|0|"Biberist"|"SO"|608615|225810|349|7.552294|47.183186|2513|"SO01"
"Bibern SH"|8242|0|"Thayngen"|"SH"|692848|292075|350|8.677278|47.772636|2920|"SH01"
"Bibern SO"|4578|0|"Buchegg"|"SO"|601131|221909|351|7.453550|47.148153|2465|"SO01"
"Biberstein"|5023|0|"Biberstein"|"AG"|648495|251881|352|8.081236|47.415950|4002|"AG01"
"Bichelsee"|8363|0|"Bichelsee-Balterswil"|"TG"|711813|256639|353|8.921303|47.451033|4721|"TG06"
"Bichwil"|9248|0|"Oberuzwil"|"SG"|728145|253400|354|9.136881|47.418931|3407|"SG08"
"Bidogno"|6958|0|"Capriasca"|"TI"|720763|104188|355|8.999739|46.078400|5226|"TI03"
"Biel VS"|3989|0|"Grafschaft"|"VS"|659745|145371|356|8.216314|46.457006|6073|"VS01"
"Biel-Benken BL"|4105|0|"Biel-Benken"|"BL"|606077|261427|357|7.519294|47.503567|2764|"BL01"
"Biel/Bienne"|2503|0|"Biel/Bienne"|"BE"|585797|220065|358|7.251436|47.131414|371|"BE08"
"Biel/Bienne"|2504|0|"Biel/Bienne"|"BE"|585435|221177|359|7.246631|47.141408|371|"BE08"
"Biel/Bienne"|2502|0|"Biel/Bienne"|"BE"|585367|221241|360|7.245731|47.141983|371|"BE08"
"Biel/Bienne"|2505|0|"Biel/Bienne"|"BE"|583260|220325|361|7.217989|47.133694|371|"BE08"
"Biembach im Emmental"|3419|0|"Hasle bei Burgdorf"|"BE"|613504|204695|363|7.616167|46.993175|406|"BE06"
"Biessenhofen"|8580|8|"Amriswil"|"TG"|737133|267792|364|9.260381|47.546525|4416|"TG01"
"Bieudron (Nendaz)"|1996|2|"Nendaz"|"VS"|587733|115852|365|7.279736|46.194014|6024|"VS06"
"Biezwil"|4585|0|"Biezwil"|"SO"|598242|218394|366|7.415472|47.116533|2445|"SO02"
"Bigenthal"|3513|0|"Walkringen"|"BE"|614309|201582|367|7.626650|46.965158|626|"BE06"
"Biglen"|3507|0|"Biglen"|"BE"|614487|197671|368|7.628864|46.929972|603|"BE06"
"Bignasco"|6676|0|"Cevio"|"TI"|690118|132579|369|8.609133|46.338550|5310|"TI02"
"Bigorio"|6954|1|"Capriasca"|"TI"|717392|103344|370|8.955961|46.071403|5226|"TI03"
"Billens"|1681|0|"Billens-Hennens"|"FR"|558805|171219|371|6.900100|46.690914|2063|"FR02"
"Bilten"|8865|0|"Glarus Nord"|"GL"|720636|223224|372|9.029289|47.148986|1630|"GL01"
"Binn"|3996|0|"Binn"|"VS"|657334|135140|373|8.183669|46.365186|6054|"VS01"
"Binningen"|4102|0|"Binningen"|"BL"|610457|265390|374|7.577519|47.539153|2765|"BL01"
"Binz"|8122|0|"Maur"|"ZH"|689783|245779|375|8.627050|47.356742|195|"ZH02"
"Bioggio"|6934|0|"Bioggio"|"TI"|714085|97118|376|8.911717|46.015975|5151|"TI03"
"Biogno-Beride"|6981|12|"Croglio"|"TI"|708721|94944|377|8.841972|45.997306|5181|"TI03"
"Bioley-Magnoux"|1407|4|"Bioley-Magnoux"|"VD"|544441|175334|378|6.711833|46.726889|5903|"VD03"
"Bioley-Orjulaz"|1042|3|"Bioley-Orjulaz"|"VD"|535568|163746|379|6.597392|46.621856|5513|"VD02"
"Bionnens"|1670|2|"Ursy"|"FR"|555344|165034|380|6.855458|46.635056|2102|"FR02"
"Birgisch"|3903|1|"Naters"|"VS"|639979|129836|381|7.957700|46.318731|6007|"VS02"
"Birmensdorf ZH"|8903|0|"Birmensdorf (ZH)"|"ZH"|676049|245171|382|8.445178|47.353000|242|"ZH01"
"Birmenstorf AG"|5413|0|"Birmenstorf (AG)"|"AG"|660496|257099|383|8.240956|47.461886|4024|"AG02"
"Bironico"|6804|0|"Monteceneri"|"TI"|715839|108194|384|8.937089|46.115292|5238|"TI03"
"Birr"|5242|1|"Birr"|"AG"|658019|254070|385|8.207714|47.434869|4104|"AG03"
"Birrhard"|5244|0|"Birrhard"|"AG"|660556|254109|386|8.241347|47.434992|4093|"AG03"
"Birrwil"|5708|0|"Birrwil"|"AG"|657421|237973|387|8.197725|47.290147|4132|"AG05"
"Birsfelden"|4127|0|"Birsfelden"|"BL"|614070|267209|388|7.625564|47.555444|2766|"BL01"
"Birwinken"|8585|9|"Birwinken"|"TG"|732246|271852|389|9.196686|47.584033|4681|"TG05"
"Bischofszell"|9220|0|"Bischofszell"|"TG"|735411|262066|390|9.235769|47.495397|4471|"TG02"
"Bisisthal"|6436|2|"Muotathal"|"SZ"|706036|200146|391|8.831422|46.943931|1367|"SZ01"
"Bissone"|6816|0|"Bissone"|"TI"|718484|90063|392|8.966731|45.951767|5154|"TI03"
"Bister"|3983|2|"Bister"|"VS"|648164|134519|393|8.064450|46.360319|6203|"VS02"
"Bitsch"|3982|0|"Bitsch"|"VS"|644045|131875|394|8.010681|46.336819|6173|"VS02"
"Bivio"|7457|0|"Bivio"|"GR"|769986|148752|395|9.651997|46.468517|3531|"GR07"
"Bière"|1145|0|"Bière"|"VD"|515221|154695|396|6.333431|46.538172|5425|"VD04"
"Blankenburg"|3771|0|"Zweisimmen"|"BE"|595908|154447|397|7.385292|46.541300|794|"BE04"
"Blatten (Lötschen)"|3919|0|"Blatten"|"VS"|629061|141223|398|7.816661|46.421725|6192|"VS03"
"Blatten b. Naters"|3914|0|"Naters"|"VS"|641766|134507|399|7.981319|46.360642|6007|"VS02"
"Blauen"|4223|0|"Blauen"|"BL"|606440|255519|400|7.524028|47.450425|2781|"BL05"
"Blausee-Mitholz"|3717|0|"Kandergrund"|"BE"|618165|153096|401|7.675394|46.528911|564|"BE02"
"Bleienbach"|3368|0|"Bleienbach"|"BE"|624420|225866|402|7.760814|47.183294|324|"BE07"
"Bleiken b. Oberdiessbach"|3674|0|"Oberdiessbach"|"BE"|615282|185030|403|7.638881|46.816247|619|"BE03"
"Blessens"|1675|2|"Rue"|"FR"|554121|162389|404|6.839750|46.611181|2102|"FR02"
"Blignou (Ayent)"|1966|9|"Ayent"|"VS"|596803|124444|405|7.397167|46.271408|6082|"VS06"
"Blitzingen"|3989|5|"Blitzingen"|"VS"|658680|143624|406|8.202231|46.441383|6073|"VS01"
"Blonay"|1807|0|"Blonay"|"VD"|558196|146204|407|6.894406|46.465858|5881|"VD05"
"Blumenstein"|3638|0|"Blumenstein"|"BE"|606586|176791|408|7.524817|46.742275|936|"BE03"
"Bodio TI"|6743|0|"Bodio"|"TI"|713333|137476|409|8.911792|46.379078|5064|"TI01"
"Bofflens"|1353|0|"Bofflens"|"VD"|528133|172863|410|6.498903|46.703103|5747|"VD03"
"Bogis-Bossey"|1279|2|"Bogis-Bossey"|"VD"|502067|134400|411|6.166269|46.353836|5705|"VD04"
"Bogno"|6951|19|"Lugano"|"TI"|725667|105617|412|9.063494|46.090356|5226|"TI03"
"Bolken"|4556|2|"Bolken"|"SO"|617254|226730|413|7.666306|47.191292|2511|"SO01"
"Boll"|3067|0|"Vechigen"|"BE"|608295|200277|414|7.547606|46.953522|359|"BE01"
"Bolligen"|3065|0|"Bolligen"|"BE"|604928|202794|415|7.503403|46.976194|352|"BE01"
"Bollingen"|8715|0|"Rapperswil-Jona"|"SG"|710209|231058|416|8.893750|47.221256|3340|"SG06"
"Bollion"|1470|4|"Lully (FR)"|"FR"|553339|185285|417|6.827214|46.817081|2025|"FR01"
"Bollodingen"|3366|2|"Bettenhausen"|"BE"|620243|223947|418|7.705619|47.166175|973|"BE07"
"Boltigen"|3766|0|"Boltigen"|"BE"|596602|164351|419|7.394267|46.630394|791|"BE04"
"Bombinasco"|6981|15|"Curio"|"TI"|708026|96794|420|8.833428|46.014056|5181|"TI03"
"Bonaduz"|7402|0|"Bonaduz"|"GR"|749330|186588|421|9.395447|46.813689|3721|"GR11"
"Bonau"|8554|3|"Wigoltingen"|"TG"|720609|271550|422|9.041950|47.583558|4951|"TG08"
"Boncourt"|2926|0|"Boncourt"|"JU"|567945|260718|423|7.013242|47.496436|6774|"JU02"
"Bonfol"|2944|0|"Bonfol"|"JU"|578055|258792|424|7.147503|47.479528|6775|"JU02"
"Boningen"|4618|0|"Boningen"|"SO"|631453|239844|425|7.854575|47.308722|2571|"SO03"
"Boniswil"|5706|0|"Boniswil"|"AG"|656801|240702|426|8.189872|47.314744|4192|"AG05"
"Bonnefontaine"|1724|8|"Le Mouret"|"FR"|581936|176634|427|7.202272|46.740650|2220|"FR04"
"Bonstetten"|8906|0|"Bonstetten"|"ZH"|677685|241277|428|8.466153|47.317789|3|"ZH05"
"Bonvillars"|1427|0|"Bonvillars"|"VD"|541551|187935|429|6.672419|46.839986|5551|"VD03"
"Boppelsen"|8113|0|"Boppelsen"|"ZH"|673194|258216|430|8.409528|47.470642|82|"ZH06"
"Borex"|1277|0|"Borex"|"VD"|503008|137224|431|6.177903|46.379372|5701|"VD04"
"Borgnone"|6658|0|"Centovalli"|"TI"|690974|112735|432|8.616383|46.159947|5397|"TI02"
"Borgonovo"|7604|0|"Bregaglia"|"GR"|766837|135136|433|9.606119|46.346869|3792|"GR05"
"Bosco Luganese"|6935|0|"Bioggio"|"TI"|713819|98276|434|8.908564|46.026433|5151|"TI03"
"Bosco/Gurin"|6685|0|"Bosco/Gurin"|"TI"|681099|130028|435|8.491561|46.316756|5304|"TI02"
"Bossonnens"|1615|0|"Bossonnens"|"FR"|554837|152448|436|6.850069|46.521806|2323|"FR07"
"Boswil"|5623|0|"Boswil"|"AG"|665807|239579|437|8.308811|47.303808|4228|"AG07"
"Bottens"|1041|33|"Bottens"|"VD"|540323|163555|438|6.659494|46.620578|5804|"VD02"
"Bottenwil"|4814|0|"Bottenwil"|"AG"|642848|237249|439|8.005011|47.284742|4273|"AG11"
"Botterens"|1652|0|"Botterens"|"FR"|575053|163390|440|7.112931|46.621294|2123|"FR03"
"Bottighofen"|8598|0|"Bottighofen"|"TG"|733351|278191|441|9.213278|47.640806|4643|"TG05"
"Bottmingen"|4103|0|"Bottmingen"|"BL"|610229|263900|442|7.574458|47.525756|2767|"BL01"
"Botyre (Ayent)"|1966|8|"Ayent"|"VS"|597459|125023|443|7.405672|46.276619|6082|"VS06"
"Boudevilliers"|2043|0|"Val-de-Ruz"|"NE"|558295|208752|444|6.890003|47.028494|6487|"NE01"
"Boudry"|2017|0|"Boudry"|"NE"|554209|200214|445|6.837114|46.951428|6404|"NE01"
"Bougy-Villars"|1172|0|"Bougy-Villars"|"VD"|516713|148090|446|6.354067|46.478950|5426|"VD04"
"Boulens"|1063|3|"Boulens"|"VD"|544944|170326|447|6.719014|46.681881|5693|"VD03"
"Bouloz"|1699|3|"Le Flon"|"FR"|557496|162411|448|6.883803|46.611600|2337|"FR07"
"Bourg-St-Pierre"|1946|0|"Bourg-Saint-Pierre"|"VS"|582468|88696|449|7.212547|45.949619|6032|"VS07"
"Bourguillon"|1722|0|"Fribourg"|"FR"|580024|183237|450|7.176967|46.799994|2196|"FR04"
"Bournens"|1035|0|"Bournens"|"VD"|532971|161769|451|6.563775|46.603817|5472|"VD02"
"Bourrignon"|2803|0|"Bourrignon"|"JU"|585714|249471|452|7.249408|47.395906|6703|"JU01"
"Boussens"|1034|0|"Boussens"|"VD"|534427|161745|453|6.582781|46.603744|5473|"VD02"
"Bouveret"|1897|0|"Port-Valais"|"VS"|554809|137211|454|6.851192|46.384742|6154|"VS08"
"Boveresse"|2113|0|"Val-de-Travers"|"NE"|536174|196489|455|6.600739|46.916433|6512|"NE02"
"Bovernier"|1932|0|"Bovernier"|"VS"|572829|103222|456|7.087408|46.079967|6131|"VS07"
"Bowil"|3533|0|"Bowil"|"BE"|619777|193481|457|7.698144|46.892147|605|"BE06"
"Boécourt"|2856|0|"Boécourt"|"JU"|583401|244200|458|7.218967|47.348442|6702|"JU01"
"Braggio"|6544|0|"Calanca"|"GR"|729892|129425|459|9.124722|46.303672|3837|"GR09"
"Brail"|7527|0|"Zernez"|"GR"|798815|170530|460|10.036514|46.656378|3746|"GR04"
"Bramboden"|6167|0|"Romoos"|"LU"|641507|203371|461|7.984175|46.980106|1007|"LU04"
"Bramois"|1967|0|"Sion"|"VS"|597801|120315|462|7.410131|46.234269|6266|"VS06"
"Bratsch"|3957|2|"Gampel-Bratsch"|"VS"|620546|130054|463|7.705406|46.321567|6118|"VS04"
"Braunau"|9502|0|"Braunau"|"TG"|722878|262423|464|9.069583|47.501069|4723|"TG06"
"Braunwald"|8784|0|"Glarus Süd"|"GL"|718733|200023|465|8.998125|46.940678|1631|"GL01"
"Breganzona"|6932|0|"Lugano"|"TI"|715219|96313|466|8.926158|46.008542|5192|"TI03"
"Breil/Brigels"|7165|0|"Breil/Brigels"|"GR"|724156|181096|467|9.064183|46.769467|3981|"GR13"
"Breitenbach"|4226|0|"Breitenbach"|"SO"|608480|250265|468|7.550975|47.403147|2613|"SO05"
"Bremblens"|1121|0|"Bremblens"|"VD"|529367|155460|469|6.517706|46.546697|5622|"VD02"
"Bremgarten AG"|5620|0|"Bremgarten (AG)"|"AG"|667872|245310|470|8.336981|47.355142|4063|"AG10"
"Bremgarten b. Bern"|3047|0|"Bremgarten bei Bern"|"BE"|599674|203050|471|7.434353|46.978517|353|"BE01"
"Brenles"|1683|0|"Brenles"|"VD"|555278|169048|472|6.854206|46.671158|5666|"VD03"
"Breno"|6937|0|"Alto Malcantone"|"TI"|710847|98965|473|8.870353|46.033125|5237|"TI03"
"Brent"|1817|0|"Montreux"|"VD"|558720|145295|474|6.901308|46.457714|5886|"VD05"
"Brenzikofen"|3671|0|"Brenzikofen"|"BE"|613367|185013|475|7.613786|46.816133|606|"BE03"
"Bressaucourt"|2904|0|"Fontenais"|"JU"|569668|248617|476|7.036931|47.387681|6790|"JU02"
"Bretigny-sur-Morrens"|1053|2|"Bretigny-sur-Morrens"|"VD"|538997|161035|477|6.642517|46.597792|5516|"VD02"
"Bretonnières"|1329|0|"Bretonnières"|"VD"|526333|173889|478|6.475203|46.712136|5748|"VD03"
"Bretzwil"|4207|0|"Bretzwil"|"BL"|615868|249877|479|7.648833|47.399522|2883|"BL04"
"Brienz BE"|3855|0|"Brienz (BE)"|"BE"|644686|178505|480|8.023519|46.756228|592|"BE05"
"Brienz/Brinzauls GR"|7084|0|"Albula/Alvra"|"GR"|764829|170877|481|9.592794|46.668756|3542|"GR07"
"Brienzwiler"|3856|0|"Brienzwiler"|"BE"|650453|177876|483|8.098931|46.750158|574|"BE05"
"Brig"|3900|0|"Brig-Glis"|"VS"|642972|129606|484|7.996536|46.316478|6002|"VS02"
"Brigerbad"|3900|3|"Brig-Glis"|"VS"|636825|127779|485|7.916589|46.300408|6002|"VS02"
"Brignon (Nendaz)"|1996|7|"Nendaz"|"VS"|591256|115337|486|7.325381|46.189436|6024|"VS06"
"Brione (Verzasca)"|6634|0|"Brione (Verzasca)"|"TI"|704145|128159|487|8.790300|46.296767|5095|"TI02"
"Brione sopra Minusio"|6645|0|"Brione sopra Minusio"|"TI"|706228|115613|488|8.814475|46.183600|5096|"TI02"
"Brislach"|4225|0|"Brislach"|"BL"|607925|251921|489|7.543653|47.418050|2782|"BL05"
"Brissago"|6614|0|"Brissago"|"TI"|698326|108347|490|8.710625|46.119447|5097|"TI02"
"Bristen"|6475|0|"Silenen"|"UR"|695465|180628|491|8.688514|46.769986|1216|"UR01"
"Brittern"|4588|1|"Buchegg"|"SO"|604260|218885|492|7.494775|47.120939|2465|"SO01"
"Brittnau"|4805|0|"Brittnau"|"AG"|638019|234396|493|7.940942|47.259375|4274|"AG11"
"Broc"|1636|0|"Broc"|"FR"|574015|161578|494|7.099481|46.604956|2124|"FR03"
"Broglio"|6693|0|"Lavizzara"|"TI"|694051|136912|495|8.661086|46.376986|5323|"TI02"
"Bronschhofen"|9552|0|"Wil (SG)"|"SG"|719922|259913|496|9.029683|47.479044|3427|"SG08"
"Brontallo"|6692|1|"Lavizzara"|"TI"|691579|134489|497|8.628483|46.355533|5323|"TI02"
"Brot-Dessous"|2149|3|"Brot-Dessous"|"NE"|547372|200746|498|6.747244|46.955706|6405|"NE01"
"Brot-Plamboz"|2318|0|"Brot-Plamboz"|"NE"|547301|203362|499|6.746008|46.979231|6433|"NE02"
"Bruderholz"|4101|0|"Binningen"|"BL"|610804|264214|500|7.582100|47.528572|2765|"BL01"
"Brugg AG"|5200|0|"Brugg"|"AG"|657899|259654|501|8.206847|47.485100|4095|"AG03"
"Brunegg"|5505|0|"Brunegg"|"AG"|658644|252561|502|8.215800|47.421242|4193|"AG05"
"Brunnadern"|9125|0|"Neckertal"|"SG"|727842|243887|503|9.130150|47.333444|3378|"SG07"
"Brunnen"|6440|0|"Ingenbohl"|"SZ"|688501|206131|504|8.602303|47.000328|1364|"SZ01"
"Brunnenthal"|3307|0|"Messen"|"SO"|602367|214990|505|7.469808|47.085914|2457|"SO01"
"Brusino Arsizio"|6827|0|"Brusino Arsizio"|"TI"|716420|87343|506|8.939447|45.927664|5160|"TI04"
"Brusio"|7743|0|"Brusio"|"GR"|807045|126556|507|10.124292|46.258539|3551|"GR06"
"Bruson"|1934|1|"Bagnes"|"VS"|582711|101548|508|7.215211|46.065233|6031|"VS07"
"Bruzella"|6837|2|"Breggia"|"TI"|724170|82468|509|9.038047|45.882442|5269|"TI04"
"Brè sopra Lugano"|6979|0|"Lugano"|"TI"|720803|96907|510|8.998383|46.012908|5192|"TI03"
"Brügg BE"|2555|0|"Brügg"|"BE"|587820|219185|511|7.278125|47.123539|733|"BE08"
